id;eikon_deal_id;verified_deal;potential_deal_cos05;acquiror;manually_checked_acquiror;manually_checked_target;best_match_link_corrected;best_match_review_amount_corrected;full_name;full_name_cleaned;Reviews_cumsum;bucket
6620;34392838366;1;1;0;1;1;https://www.glassdoor.com/Reviews/Asset-Acceptance-Capital-Reviews-E30129.htm;65;Asset Acceptance Capital Corp;Asset Acceptance Capital;747418;2
2320;34392868862;1;1;1;1;1;https://www.glassdoor.com/Reviews/Crestwood-Equity-Partners-Reviews-E42514.htm;50;Inergy Midstream LP;Inergy Midstream;747468;2
6765;34392868862;1;1;0;1;1;https://www.glassdoor.com/Reviews/Crestwood-Equity-Partners-Reviews-E42514.htm;50;Crestwood Midstream Partners LP;Crestwood Midstream Partners;747518;2
2068;34392870166;1;1;1;1;1;https://www.glassdoor.com/Reviews/Zillow-Reviews-E40802.htm;1640;Trulia Inc;Trulia;749158;2
6626;34392870166;1;1;0;1;1;https://www.glassdoor.com/Reviews/Market-Leader-Reviews-E37539.htm;126;Market Leader Inc;Market Leader;749284;2
2247;34392882279;1;1;1;1;1;https://www.glassdoor.com/Reviews/Service-Corporation-International-Reviews-E594.htm;1500;Service Corp International;Service International;750784;2
6630;34392882279;1;1;0;1;1;https://www.glassdoor.com/Reviews/Stewart-Enterprises-Reviews-E2096.htm;50;Stewart Enterprises Inc;Stewart Enterprises;750834;2
3236;34392894527;1;1;1;1;1;https://www.glassdoor.com/Reviews/Bausch-Health-Reviews-E2180969.htm;210;Biovail Corp;Biovail;751044;2
7931;34392894527;1;1;0;1;1;https://www.glassdoor.com/Reviews/Valeant-Reviews-E343.htm;209;Valeant Pharmaceuticals International Inc;Valeant Pharmaceuticals International;751253;2
2236;34392903491;1;1;1;1;1;https://www.glassdoor.com/Reviews/Loblaw-Companies-Reviews-E4141.htm;3700;Loblaw Cos Ltd;Loblaw Cos;754953;2
6633;34392903491;1;1;0;1;1;https://www.glassdoor.com/Reviews/Shoppers-Drug-Mart-Reviews-E12129.htm;5100;Shoppers Drug Mart Corp;Shoppers Drug Mart;760053;2
2088;34392915474;1;1;1;1;1;https://www.glassdoor.com/Reviews/Hanesbrands-Reviews-E13758.htm;834;Hanesbrands Inc;Hanesbrands;760887;2
6680;34392915474;1;1;0;1;1;https://www.glassdoor.com/Reviews/Maidenform-Reviews-E4412.htm;76;Maidenform Brands Inc;Maidenform Brands;760963;2
2245;34393008006;1;1;1;1;1;https://www.glassdoor.com/Reviews/Tailored-Brands-Reviews-E1335240.htm;259;The Men's Wearhouse Inc;The Men's Wearhouse;761222;2
6690;34393008006;1;1;0;1;1;https://www.glassdoor.com/Reviews/JoS-A-Bank-Reviews-E3599.htm;1100;Jos A Bank Clothiers Inc;Jos A Bank Clothiers;762322;2
1685;34393010351;1;1;1;1;1;https://www.glassdoor.com/Reviews/AMEC-Reviews-E945391.htm;49;AMEC PLC;AMEC;762371;2
6361;34393010351;1;1;0;1;1;https://www.glassdoor.com/Reviews/Amec-Foster-Wheeler-Reviews-E10840.htm;1100;Foster Wheeler AG;Foster Wheeler;763471;2
2284;34393015836;1;1;1;1;1;https://www.glassdoor.com/Reviews/Avago-Technologies-Reviews-E40386.htm;301;Avago Technologies Ltd;Avago Technologies;763772;2
6706;34393015836;1;1;0;1;1;https://www.glassdoor.com/Reviews/LSI-Reviews-E1579.htm;624;LSI Corp;LSI;764396;2
2259;34393016142;1;1;1;1;1;https://www.glassdoor.com/Reviews/Bausch-Health-Reviews-E2180969.htm;210;Valeant Pharmaceuticals International Inc;Valeant Pharmaceuticals International;764606;2
6659;34393016142;1;1;0;1;1;https://www.glassdoor.com/Reviews/Solta-Medical-Reviews-E42000.htm;40;Solta Medical Inc;Solta Medical;764646;2
1897;34393023946;1;1;1;1;1;https://www.glassdoor.com/Reviews/Verso-Reviews-E42595.htm;139;Verso Paper Corp;Verso Paper;764785;2
6353;34393023946;1;1;0;1;1;https://www.glassdoor.com/Reviews/NewPage-Reviews-E38178.htm;55;NewPage Holdings Inc;NewPage;764840;2
1907;34393029305;1;1;1;1;1;https://www.glassdoor.com/Reviews/ConnectOne-Bank-Reviews-E925514.htm;79;Center Bancorp Inc;Center Bancorp;764919;2
6356;34393029305;1;1;0;1;1;https://www.glassdoor.com/Reviews/ConnectOne-Bank-Reviews-E925514.htm;84;ConnectOne Bancorp Inc;ConnectOne Bancorp;765003;2
1694;34393042702;1;1;1;1;1;https://www.glassdoor.com/Reviews/Brookdale-Senior-Living-Reviews-E6433.htm;4300;Brookdale Senior Living Inc;Brookdale Senior Living;769303;2
6334;34393042702;1;1;0;1;1;https://www.glassdoor.com/Reviews/EMERITUS-Reviews-E1691758.htm;451;Emeritus Corp;Emeritus;769754;2
1696;34393046458;1;1;1;1;1;https://www.glassdoor.com/Reviews/Mattel-Reviews-E428.htm;1200;Mattel Inc;Mattel;770954;2
6252;34393046458;1;1;0;1;1;https://www.glassdoor.com/Reviews/MEGA-Brands-Reviews-E20087.htm;67;Mega Brands Inc;Mega Brands;771021;2
1704;34393084151;1;1;1;1;1;https://www.glassdoor.com/Reviews/AMETEK-Reviews-E7.htm;621;AMETEK Inc;AMETEK;771642;2
6256;34393084151;1;1;0;1;1;https://www.glassdoor.com/Reviews/Zygo-Reviews-E2055.htm;47;Zygo Corp;Zygo;771689;2
1775;34393093937;1;1;1;1;1;https://www.glassdoor.com/Reviews/Zimmer-Biomet-Reviews-E1017414.htm;1818;Zimmer Holdings Inc;Zimmer;773507;2
6398;34393093937;1;1;0;1;1;https://www.glassdoor.com/Reviews/Zimmer-Biomet-Reviews-E1017414.htm;1800;Biomet Inc;Biomet;775307;2
1709;34393099861;1;1;1;1;1;https://www.glassdoor.com/Reviews/Orbital-ATK-Reviews-E957249.htm;294;Alliant Techsystems Inc;Alliant Techsystems;775601;2
6258;34393099861;1;1;0;1;1;https://www.glassdoor.com/Reviews/Orbital-Sciences-Reviews-E1285.htm;181;Orbital Sciences Corp;Orbital Sciences;775782;2
1714;34393104597;1;1;1;1;1;https://www.glassdoor.com/Reviews/AT-and-T-Reviews-E613.htm;33600;AT&T Inc;ATandT;809382;2
6262;34393104597;1;1;0;1;1;https://www.glassdoor.com/Reviews/DIRECTV-Reviews-E5773589.htm;144;DirecTV Inc;DirecTV;809526;2
1097;34393122896;1;1;1;1;1;https://www.glassdoor.com/Reviews/Collins-Aerospace-Reviews-E2375726.htm;2694;Rockwell Collins Inc;Rockwell Collins;812220;2
5652;34393122896;1;1;0;1;1;https://www.glassdoor.com/Reviews/BE-Aerospace-Reviews-E727.htm;458;B/E Aerospace Inc;B/E Aerospace;812678;2
1712;34393123428;1;1;1;1;1;https://www.glassdoor.com/Reviews/Staples-Reviews-E1909.htm;11900;Staples Inc;Staples;824578;2
6337;34393123428;1;1;0;1;1;https://www.glassdoor.com/Reviews/PNI-Digital-Media-Reviews-E256918.htm;118;PNI Digital Media Inc;PNI Digital Media;824696;2
1717;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Tyson-Foods-Reviews-E1975.htm;2100;Tyson Foods Inc;Tyson Foods;826796;2
6263;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Hillshire-Brands-Reviews-E624483.htm;122;Hillshire Brands Co;Hillshire Brands;826918;2
1705;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Informa-Reviews-E9185.htm;1215;Informa PLC;Informa;828133;2
6257;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Informa-Reviews-E9185.htm;1215;Informa PLC;Informa;829348;2
1895;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Priceline-com-Reviews-E9005.htm;289;The Priceline Group Inc;The Priceline Group;829637;2
6268;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/OpenTable-Reviews-E11574.htm;437;OpenTable Inc;OpenTable;830074;2
1726;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Oracle-Reviews-E1737.htm;42400;Oracle Corp;Oracle;872474;2
6271;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/MICROS-Systems-Reviews-E1649.htm;312;MICROS Systems Inc;MICROS Systems;872786;2
13;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651.htm;35800;Microsoft Corp;Microsoft;908586;2
4655;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Nuance-Reviews-E5667.htm;2700;Nuance Communications Inc;Nuance Communications;911286;2
1737;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Dollar-Tree-Reviews-E4033.htm;6900;Dollar Tree Inc;Dollar Tree;918186;2
6281;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Family-Dollar-Stores-Reviews-E243.htm;4700;Family Dollar Stores Inc;Family Dollar Stores;922886;2
1730;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Kroger-Reviews-E386.htm;17600;Kroger Co;Kroger;940486;2
6324;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Vitacost-Reviews-E15555.htm;160;Vitacost.com Inc;Vitacost.com;940646;2
1735;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Realogy-Reviews-E41918.htm;509;Realogy Holdings Corp;Realogy;941155;2
6279;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/ZipRealty-Reviews-E35253.htm;120;ZipRealty Inc;ZipRealty;941275;2
1740;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Scientific-Games-Reviews-E1998.htm;1200;Scientific Games Corp;Scientific Games;942475;2
6283;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Bally-Technologies-Reviews-E1990.htm;412;Bally Technologies Inc;Bally Technologies;942887;2
1888;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Burger-King-Reviews-E7201.htm;12800;Burger King Worldwide Inc;Burger King Worldwide;955687;2
6285;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Tim-Hortons-Reviews-E15227.htm;7600;Tim Hortons Inc;Tim Hortons;963287;2
1525;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/dressbarn-Reviews-E1345.htm;853;Ascena Retail Group Inc;Ascena Retail Group;964140;2
6038;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Ann-Inc-Reviews-E1972.htm;3049;ANN Inc;ANN;967189;2
1845;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/1-800-FLOWERS-COM-Inc-Reviews-E4117.htm;316;1-800-Flowers.com Inc;1-800-Flowers.com;967505;2
6288;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Harry-and-David-Reviews-E17977.htm;347;Harry & David Holdings Inc;Harry and David;967852;2
1956;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Octopus-Reviews-E36654.htm;258;Octopus VCT PLC;Octopus VCT;968110;2
6394;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Octopus-Reviews-E36654.htm;258;Octopus Apollo VCT PLC;Octopus Apollo VCT;968368;2
1918;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/STERIS-Reviews-E333.htm;705;STERIS Corp;STERIS;969073;2
6358;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Synergy-Healthcare-Reviews-E25628.htm;62;Synergy Health PLC;Synergy Health;969135;2
1764;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Truist-Financial-Corporation-Reviews-E3145458.htm;2300;BB&T Corp;BBandT;971435;2
6346;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Susquehanna-Bancshares-Reviews-E1930.htm;69;Susquehanna Bancshares Inc;Susquehanna Bancshares;971504;2
1767;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/BCE-Reviews-E4001.htm;71;BCE Inc;BCE;971575;2
6305;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Glentel-Reviews-E23518.htm;359;GLENTEL Inc;GLENTEL;971934;2
1768;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Infineon-Technologies-Reviews-E8915.htm;1854;Cypress Semiconductor Corp;Cypress Semiconductor;973788;2
6306;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Spansion-Reviews-E35093.htm;152;Spansion Inc;Spansion;973940;2
1769;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/OpenText-Reviews-E5694.htm;3200;OpenText Corp;OpenText;977140;2
6307;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Actuate-Reviews-E7344.htm;81;Actuate Corp;Actuate;977221;2
1521;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Verizon-Reviews-E89.htm;28400;Verizon Communications Inc;Verizon Communications;1005621;2
5910;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/AOL-Reviews-E2151.htm;1400;AOL Inc;AOL;1007021;2
1324;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/AmerisourceBergen-Reviews-E2703.htm;1600;Amerisourcebergen Corp;Amerisourcebergen;1008621;2
6041;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Midwest-Veterinary-Supply-Reviews-E197712.htm;56;MWI Veterinary Supply Inc;MWI Veterinary Supply;1008677;2
1328;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Lattice-Semiconductor-Reviews-E847.htm;179;Lattice Semiconductor Corp;Lattice Semiconductor;1008856;2
5886;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Silicon-Image-Reviews-E9641.htm;74;Silicon Image Inc;Silicon Image;1008930;2
1528;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Bausch-Health-Reviews-E2180969.htm;210;Valeant Pharmaceuticals International Inc;Valeant Pharmaceuticals International;1009140;2
5893;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Salix-Pharmaceuticals-Reviews-E12920.htm;107;Salix Pharmaceuticals Ltd;Salix Pharmaceuticals;1009247;2
1333;1,54E+11;1;1;1;1;1;https://www.glassdoor.co.uk/Reviews/Expedia-Reviews-E5605043.htm;59;Expedia Inc;Expedia;1009306;2
5892;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Orbitz-Worldwide-Reviews-E12146.htm;558;Orbitz Worldwide Inc;Orbitz Worldwide;1009864;2
1487;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/The-J-M-Smucker-Co-Reviews-E362.htm;806;The JM Smucker Co;The JM Smucker;1010670;2
5963;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Big-Heart-Pet-Brands-Reviews-E2761.htm;170;Big Heart Pet Brands Corp;Big Heart Pet Brands;1010840;2
1331;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/MaxLinear-Reviews-E354387.htm;183;MaxLinear Inc;MaxLinear;1011023;2
5889;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Entropic-Communications-Reviews-E30991.htm;75;Entropic Communications Inc;Entropic Communications;1011098;2
1332;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Pfizer-Reviews-E525.htm;6100;Pfizer Inc;Pfizer;1017198;2
5890;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Hospira-Reviews-E35009.htm;604;Hospira Inc;Hospira;1017802;2
1621;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/L3Harris-Reviews-E2898734.htm;2685;Harris Corp;Harris;1020487;2
5891;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Exelis-Reviews-E456996.htm;555;Exelis Inc;Exelis;1021042;2
1490;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/NXP-Semiconductors-Reviews-E13528.htm;1633;NXP Semiconductors NV;NXP Semiconductors NV;1022675;2
5895;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Freescale-Semiconductor-Reviews-E20881.htm;962;Freescale Semiconductor Ltd;Freescale Semiconductor;1023637;2
1341;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/AbbVie-Reviews-E649837.htm;2900;AbbVie Inc;AbbVie;1026537;2
5897;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Pharmacyclics-Reviews-E4525.htm;228;Pharmacyclics Inc;Pharmacyclics;1026765;2
1596;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/HP-Inc-Reviews-E1093161.htm;6170;Hewlett Packard Co;Hewlett Packard;1032935;2
5896;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Aruba-Networks-Reviews-E26809.htm;574;Aruba Networks Inc;Aruba Networks;1033509;2
1338;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Mitel-Networks-Reviews-E13569.htm;680;Mitel Networks Corp;Mitel Networks;1034189;2
6033;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Mavenir-Reviews-E269651.htm;655;Mavenir Systems Inc;Mavenir Systems;1034844;2
1111;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Consolidated-Communications-Reviews-E35661.htm;161;Consolidated Communications Holdings Inc;Consolidated Communications;1035005;2
5670;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/FairPoint-Communications-Reviews-E11367.htm;149;FairPoint Communications Inc;FairPoint Communications;1035154;2
1343;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Microsemi-Reviews-E2592686.htm;51;Microsemi Corp;Microsemi;1035205;2
5899;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Vitesse-Semiconductor-Reviews-E456.htm;41;Vitesse Semiconductor Corp;Vitesse Semiconductor;1035246;2
1344;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Lexmark-International-Reviews-E2873.htm;1300;Lexmark International Inc;Lexmark International;1036546;2
5900;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Kofax-Reviews-E25124.htm;120;Kofax Ltd;Kofax;1036666;2
1533;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Intel-Corporation-Reviews-E1519.htm;20900;Intel Corp;Intel;1057566;2
5916;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Altera-Reviews-E1112.htm;482;Altera Corp;Altera;1058048;2
1345;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/UnitedHealth-Group-Reviews-E1991.htm;1400;UnitedHealth Group Inc;UnitedHealth Group;1059448;2
5902;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Catamaran-Reviews-E21461.htm;257;Catamaran Corp;Catamaran;1059705;2
1553;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Shell-Reviews-E5833.htm;9800;Shell PLC;Shell;1069505;2
5971;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/BG-Group-Reviews-E10128.htm;274;BG Group PLC;BG Group;1069779;2
1361;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/CVS-Health-Reviews-E437.htm;30500;CVS Health Corp;CVS Health;1100279;3
5912;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Omnicare-Reviews-E496.htm;962;Omnicare Inc;Omnicare;1101241;3
1568;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Charter-Communications-MA-Reviews-E6462452.htm;227;Charter Communications Inc;Charter Communications;1101468;3
5913;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Time-Warner-Cable-Reviews-E4297719.htm;94;Time Warner Cable Inc;Time Warner Cable;1101562;3
1417;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Marriott-International-Reviews-E7790.htm;13900;Marriott International Inc;Marriott International;1115462;3
5983;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Starwood-Hotels-and-Resorts-Reviews-E335.htm;2100;Starwood Hotels & Resorts Worldwide Inc;Starwood Hotels and Resorts Worldwide;1117562;3
1354;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Crestwood-Equity-Partners-Reviews-E42514.htm;50;Crestwood Equity Partners LP;Crestwood Equity Partners;1117612;3
6075;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Crestwood-Equity-Partners-Reviews-E42514.htm;50;Crestwood Midstream Partners LP;Crestwood Midstream Partners;1117662;3
1359;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Danaher-Reviews-E193.htm;596;Danaher Corp;Danaher;1118258;3
6004;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Pall-Reviews-E974.htm;695;Pall Corp;Pall;1118953;3
1364;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Fortinet-Reviews-E23128.htm;1700;Fortinet Inc;Fortinet;1120653;3
5915;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Meru-Networks-Reviews-E32352.htm;47;Meru Networks Inc;Meru Networks;1120700;3
1541;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Avago-Technologies-Reviews-E40386.htm;301;Avago Technologies Ltd;Avago Technologies;1121001;3
6005;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Broadcom-Reviews-E6926.htm;3300;Broadcom Corp;Broadcom;1124301;3
1366;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Opko-Health-Reviews-E5375.htm;55;OPKO Health Inc;OPKO Health;1124356;3
6030;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Bio-Reference-Labs-Reviews-E4766.htm;594;Bio-Reference Laboratories Inc;Bio-Reference Laboratories;1124950;3
1011;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Worldpay-Reviews-E6324289.htm;113;Vantiv Inc;Vantiv;1125063;3
5421;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Worldpay-Reviews-E6324289.htm;111;Worldpay Group PLC;Worldpay Group;1125174;3
1445;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm;1700;Extra Space Storage Inc;Extra Space Storage;1126874;3
6023;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/SmartStop-Self-Storage-Reviews-E717553.htm;44;SmartStop Self Storage Inc;SmartStop Self Storage;1126918;3
1372;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Centene-Reviews-E13542.htm;3800;Centene Corp;Centene;1130718;3
5920;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Health-Net-Reviews-E1233.htm;610;Health Net Inc;Health Net;1131328;3
1378;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/St-Jude-Medical-Reviews-E1903.htm;735;St Jude Medical Inc;St Jude Medical;1132063;3
5925;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Thoratec-Reviews-E6015.htm;57;Thoratec Corp;Thoratec;1132120;3
1502;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/The-Home-Depot-Reviews-E655.htm;39800;Home Depot Inc;Home Depot;1171920;3
5968;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Interline-Brands-Reviews-E5672.htm;196;Interline Brands Inc;Interline Brands;1172116;3
1379;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Columbus-McKinnon-Reviews-E5683.htm;150;Columbus McKinnon Corp;Columbus McKinnon;1172266;3
5926;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Magnetek-Reviews-E421.htm;43;Magnetek Inc;Magnetek;1172309;3
1385;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Berkshire-Hathaway-Reviews-E805672.htm;693;Berkshire Hathaway Inc;Berkshire Hathaway;1173002;3
5930;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Precision-Castparts-Reviews-E1798.htm;739;Precision Castparts Corp;Precision Castparts;1173741;3
1387;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Envestnet-Reviews-E4983.htm;583;Envestnet Inc;Envestnet;1174324;3
5932;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Yodlee-Reviews-E104111.htm;812;Yodlee Inc;Yodlee;1175136;3
1390;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Truist-Financial-Corporation-Reviews-E3145458.htm;2300;BB&T Corp;BBandT;1177436;3
5982;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/National-Penn-Bank-Reviews-E611058.htm;70;National Penn Bancshares Inc;National Penn Bancshares;1177506;3
1392;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Schlumberger-Reviews-E588.htm;900;Schlumberger Ltd;Schlumberger;1178406;3
6052;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Cameron-Reviews-E4403.htm;1100;Cameron International Corp;Cameron International;1179506;3
1203;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Abbott-Reviews-E12.htm;6600;Abbott Laboratories;Abbott Laboratories;1186106;3
5612;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/St-Jude-Medical-Reviews-E1903.htm;735;St Jude Medical Inc;St Jude Medical;1186841;3
1429;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Constellation-Software-Reviews-E16671.htm;77;Constellation Software Inc;Constellation Software;1186918;3
5969;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Market-Leader-Reviews-E37539.htm;126;Market Leader Inc;Market Leader;1187044;3
1396;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/XPO-Reviews-E615153.htm;4983;XPO Logistics Inc;XPO Logistics;1192027;3
6055;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Con-way-Freight-Reviews-E40989.htm;477;Con-way Inc;Con-way;1192504;3
1531;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Nexstar-Media-Group-Reviews-E14983.htm;752;Nexstar Broadcasting Group Inc;Nexstar Broadcasting Group;1193256;3
5996;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Media-General-Reviews-E938.htm;152;Media General Inc(WAS 650151);Media General(WAS 650151);1193408;3
1199;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Lionsgate-Reviews-E8623.htm;288;Lions Gate Entertainment Corp;Lions Gate Entertainment;1193696;3
5627;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Starz-Reviews-E13645.htm;307;Starz;Starz;1194003;3
1404;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Western-Digital-Reviews-E1067.htm;300;Western Digital Corp;Western Digital;1194303;3
5943;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/SanDisk-Reviews-E4479.htm;653;SanDisk Corp;SanDisk;1194956;3
1527;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/onsemi-Reviews-E9708.htm;1065;ON Semiconductor Corp;ON Semiconductor;1196021;3
5979;1,54E+11;1;1;0;1;1;https://www.glassdoor.com/Reviews/Fairchild-Semiconductor-Reviews-E6693.htm;243;Fairchild Semiconductor International Inc;Fairchild Semiconductor International;1196264;3
1402;1,54E+11;1;1;1;1;1;https://www.glassdoor.com/Reviews/Microsemi-Reviews-E2592686.htm;51;Microsemi Corp;Microsemi;1196315;3
